,location,total_sqft,bath,price,BHK
518,Babusapalaya,1141.0,2.0,45.9,2
519,Babusapalaya,1358.0,2.0,43.1,3
520,Babusapalaya,1230.0,3.0,53.0,3
521,Babusapalaya,1105.0,2.0,40.0,2
522,Babusapalaya,1410.0,2.0,65.0,3
523,Babusapalaya,1305.0,2.0,70.0,2
524,Babusapalaya,1450.0,2.0,55.99,2
525,Babusapalaya,1100.0,2.0,38.0,2
526,Babusapalaya,1213.0,2.0,36.37,3
527,Babusapalaya,1061.0,2.0,33.84,2
528,Babusapalaya,1061.0,2.0,38.95,2
529,Babusapalaya,1061.0,2.0,34.0,2
530,Babusapalaya,1245.0,2.0,58.0,2
531,Balagere,1210.0,2.0,80.9,2
532,Balagere,1210.0,2.0,72.0,2
533,Balagere,1205.0,2.0,78.5,2
534,Balagere,790.0,1.0,41.9,1
535,Balagere,1145.0,2.0,65.0,2
536,Balagere,1012.0,2.0,54.59,2
537,Balagere,1020.07,2.0,68.38,2
538,Balagere,1205.47,2.0,81.0,2
539,Balagere,1007.0,2.0,65.0,2
540,Balagere,1205.0,2.0,70.0,2
541,Balagere,1210.0,2.0,74.0,2
542,Balagere,1210.0,2.0,83.0,2
543,Balagere,675.0,1.0,45.0,1
544,Balagere,656.0,1.0,43.0,1
545,Balagere,1012.0,2.0,54.59,2
546,Balagere,1012.0,2.0,64.0,2
547,Balagere,1007.0,2.0,62.0,2
548,Balagere,1007.0,2.0,67.0,2
549,Balagere,1007.0,2.0,66.0,2
550,Balagere,1205.0,2.0,63.86,2
551,Balagere,1012.0,2.0,53.58,2
552,Balagere,645.0,1.0,34.18,1
553,Balagere,1007.0,2.0,53.0,2
554,Balagere,1210.0,2.0,69.0,2
555,Balagere,790.0,1.0,42.295,1
556,Balagere,1012.0,2.0,65.0,2
557,Balagere,656.0,1.0,38.77,1
558,Balagere,645.0,1.0,39.0,1
559,Balagere,645.0,1.0,41.0,1
560,Balagere,1210.0,2.0,82.0,2
561,Balagere,656.0,1.0,34.77,1
562,Balagere,1205.0,2.0,73.87,2
563,Balagere,1012.0,2.0,70.0,2
564,Balagere,1007.0,2.0,68.0,2
565,Balagere,1205.0,2.0,67.0,2
566,Balagere,1205.0,2.0,79.0,2
567,Balagere,1012.0,2.0,68.0,2
568,Banashankari,1200.0,2.0,42.0,3
569,Banashankari,1077.0,2.0,37.64,2
570,Banashankari,1470.0,2.0,88.64,3
571,Banashankari,1300.0,2.0,75.0,3
572,Banashankari,1800.0,3.0,115.0,3
573,Banashankari,1125.0,2.0,63.0,2
574,Banashankari,1340.0,2.0,53.6,3
575,Banashankari,1310.0,2.0,80.0,2
576,Banashankari,2600.0,4.0,135.0,3
577,Banashankari,1900.0,2.0,170.0,3
578,Banashankari,1260.0,2.0,75.0,2
579,Banashankari,1170.0,2.0,46.79,2
580,Banashankari,2500.0,4.0,95.0,4
581,Banashankari,1350.0,2.0,83.0,3
582,Banashankari,1425.0,3.0,49.88,3
583,Banashankari,1330.0,2.0,78.0,2
584,Banashankari,1400.0,2.0,78.0,3
585,Banashankari,1700.0,3.0,125.0,3
586,Banashankari,1020.0,2.0,40.79,2
587,Banashankari,1600.0,2.0,63.98,2
588,Banashankari,1041.0,2.0,36.44,2
589,Banashankari,2400.0,1.0,200.0,1
590,Banashankari,1390.0,2.0,86.0,2
591,Banashankari,1460.0,2.0,70.0,2
592,Banashankari,1200.0,2.0,60.0,2
593,Banashankari,1290.0,2.0,80.0,2
594,Banashankari,2582.0,5.0,250.0,3
595,Banashankari,1186.0,2.0,65.0,2
596,Banashankari,1650.0,3.0,101.0,3
597,Banashankari,1300.0,2.0,55.0,3
598,Banashankari,1181.0,2.0,75.0,2
599,Banashankari,1105.0,2.0,90.0,2
600,Banashankari,720.0,1.0,60.0,1
601,Banashankari,1040.0,2.0,45.0,2
602,Banashankari,1330.0,2.0,77.0,2
603,Banashankari,1200.0,2.0,49.0,2
604,Banashankari,1185.0,2.0,67.0,2
605,Banashankari,1000.0,2.0,50.0,2
606,Banashankari,1650.0,3.0,90.75,3
607,Banashankari,1650.0,3.0,101.0,3
608,Banashankari,1310.0,2.0,80.43,2
609,Banashankari,600.0,1.0,27.0,2
610,Banashankari,1430.0,2.0,87.8,2
611,Banashankari,1020.0,2.0,42.83,2
612,Banashankari,1372.0,2.0,48.02,3
613,Banashankari,1540.0,3.0,80.0,3
614,Banashankari,1195.0,2.0,35.84,2
615,Banashankari,1683.0,3.0,115.0,3
616,Banashankari,1800.0,3.0,125.0,3
617,Banashankari,1175.0,2.0,41.13,2
618,Banashankari,1750.0,2.0,89.0,3
619,Banashankari,1800.0,3.0,175.0,3
620,Banashankari,1450.0,2.0,50.75,2
621,Banashankari,1770.0,3.0,108.0,3
622,Banashankari,1800.0,3.0,125.0,3
623,Banashankari,1200.0,2.0,42.0,3
624,Banashankari,1886.0,3.0,205.0,3
625,Banashankari,1420.0,3.0,66.0,3
626,Banashankari,1200.0,3.0,74.52,3
627,Banashankari,1100.0,2.0,63.0,2
628,Banashankari,1020.0,2.0,40.79,2
629,Banashankari,1260.0,2.0,75.0,2
630,Banashankari,1040.0,2.0,109.0,3
631,Banashankari,1340.0,2.0,53.6,3
632,Banashankari,1426.0,3.0,85.0,3
633,Banashankari Stage III,1305.0,2.0,58.7,3
634,Banashankari Stage III,1145.0,2.0,58.4,2
635,Banashankari Stage III,1650.0,3.0,118.0,3
636,Banashankari Stage III,2400.0,4.0,240.0,4
637,Banashankari Stage III,1350.0,2.0,68.0,3
638,Banashankari Stage III,2000.0,4.0,100.0,4
639,Banashankari Stage III,1305.0,2.0,59.0,3
640,Banashankari Stage III,1305.0,2.0,60.0,3
641,Banashankari Stage III,1200.0,2.0,42.0,2
642,Banashankari Stage III,1305.0,2.0,59.0,3
643,Banashankari Stage III,1480.0,3.0,75.48,3
644,Banashankari Stage III,1305.0,2.0,59.0,3
645,Banashankari Stage III,1304.0,2.0,111.0,2
646,Banashankari Stage III,1200.0,6.0,170.0,4
647,Banashankari Stage III,1050.0,3.0,147.0,4
648,Banashankari Stage III,1000.0,2.0,120.0,3
649,Banashankari Stage III,3000.0,6.0,150.0,6
650,Banashankari Stage III,1085.0,2.0,50.0,2
651,Banashankari Stage III,1500.0,2.0,100.0,3
652,Banashankari Stage III,1560.0,9.0,200.0,9
653,Banashankari Stage III,1350.0,1.0,145.0,1
654,Banashankari Stage III,2100.0,3.0,147.0,4
655,Banashankari Stage III,1420.0,2.0,95.0,3
656,Bannerghatta Road,500.0,1.0,18.5,1
657,Bannerghatta Road,1050.0,2.0,65.0,2
658,Bannerghatta Road,1200.0,2.0,125.0,4
659,Bannerghatta Road,1170.0,2.0,66.0,3
660,Bannerghatta Road,595.0,1.0,33.32,1
661,Bannerghatta Road,1445.0,3.0,95.0,3
662,Bannerghatta Road,1640.0,2.0,120.0,3
663,Bannerghatta Road,1380.0,3.0,58.0,4
664,Bannerghatta Road,1460.0,2.0,90.0,3
665,Bannerghatta Road,1556.0,2.0,59.13,3
666,Bannerghatta Road,1179.0,2.0,66.02,2
667,Bannerghatta Road,1122.0,2.0,58.935,2
668,Bannerghatta Road,793.0,2.0,45.0,2
669,Bannerghatta Road,1484.0,3.0,52.5,3
670,Bannerghatta Road,1400.0,2.0,78.0,2
671,Bannerghatta Road,2700.0,5.0,158.0,5
672,Bannerghatta Road,1215.0,2.0,50.0,2
673,Bannerghatta Road,1654.0,3.0,100.0,3
674,Bannerghatta Road,1181.0,2.0,55.0,2
675,Bannerghatta Road,1460.0,2.0,72.0,3
676,Bannerghatta Road,1200.0,2.0,75.0,2
677,Bannerghatta Road,1760.0,3.0,67.0,3
678,Bannerghatta Road,595.0,1.0,31.83,1
679,Bannerghatta Road,1105.0,2.0,51.0,2
680,Bannerghatta Road,1255.0,2.0,65.26,2
681,Bannerghatta Road,1550.0,3.0,78.0,3
682,Bannerghatta Road,1550.0,3.0,82.0,3
683,Bannerghatta Road,1550.0,2.0,75.0,3
684,Bannerghatta Road,1650.0,3.0,122.0,3
685,Bannerghatta Road,912.0,2.0,55.0,2
686,Bannerghatta Road,1218.0,2.0,73.0,2
687,Bannerghatta Road,1427.0,2.0,48.51,3
688,Bannerghatta Road,1115.0,2.0,65.12,2
689,Bannerghatta Road,1344.0,2.0,42.0,3
690,Bannerghatta Road,1893.0,3.0,100.0,3
691,Bannerghatta Road,1600.0,3.0,95.0,3
692,Bannerghatta Road,1275.0,2.0,65.0,2
693,Bannerghatta Road,892.0,2.0,39.0,2
694,Bannerghatta Road,1880.0,3.0,95.0,3
695,Bannerghatta Road,1260.0,2.0,70.0,2
696,Bannerghatta Road,1788.0,3.0,90.0,3
697,Bannerghatta Road,1157.0,2.0,40.0,2
698,Bannerghatta Road,1150.0,2.0,65.0,2
699,Bannerghatta Road,10000.0,4.0,450.0,4
700,Bannerghatta Road,1100.0,2.0,39.0,2
701,Bannerghatta Road,1400.0,3.0,68.0,3
702,Bannerghatta Road,1725.0,3.0,110.0,3
703,Bannerghatta Road,1850.0,6.0,150.0,6
704,Bannerghatta Road,9000.0,4.0,390.0,3
705,Bannerghatta Road,950.0,2.0,38.0,2
706,Bannerghatta Road,1220.0,2.0,80.0,2
707,Bannerghatta Road,1130.0,2.0,78.0,2
708,Bannerghatta Road,1350.0,2.0,51.0,3
709,Bannerghatta Road,1486.0,3.0,83.22,3
710,Bannerghatta Road,1460.0,2.0,75.0,3
711,Bannerghatta Road,1015.0,2.0,48.0,2
712,Bannerghatta Road,1115.0,2.0,61.0,2
713,Bannerghatta Road,1136.0,2.0,48.0,2
714,Bannerghatta Road,2700.0,4.0,260.0,4
715,Bannerghatta Road,1200.0,2.0,69.0,3
716,Bannerghatta Road,1465.0,2.0,76.0,3
717,Bannerghatta Road,1302.0,2.0,67.73,2
718,Bannerghatta Road,1200.0,2.0,65.0,2
719,Bannerghatta Road,1240.0,2.0,65.0,2
720,Bannerghatta Road,1476.0,3.0,125.0,3
721,Bannerghatta Road,1200.0,6.0,160.0,6
722,Bannerghatta Road,1100.0,2.0,52.0,3
723,Bannerghatta Road,1532.0,3.0,84.29,3
724,Bannerghatta Road,1465.0,2.0,45.87,3
725,Bannerghatta Road,1268.0,2.0,69.0,2
726,Bannerghatta Road,1450.0,2.0,87.0,3
727,Bannerghatta Road,2932.0,5.0,195.0,4
728,Bannerghatta Road,1450.0,3.0,44.0,3
729,Bannerghatta Road,1625.0,2.0,75.0,3
730,Bannerghatta Road,960.0,2.0,58.0,2
731,Bannerghatta Road,1750.0,3.0,130.0,3
732,Bannerghatta Road,1275.0,2.0,73.0,2
733,Bannerghatta Road,1430.0,3.0,59.0,3
734,Bannerghatta Road,1240.0,2.0,71.0,2
735,Bannerghatta Road,1305.0,2.0,60.0,3
736,Bannerghatta Road,1215.0,2.0,68.0,2
737,Bannerghatta Road,1215.0,2.0,68.0,2
738,Bannerghatta Road,1894.0,3.0,115.0,3
739,Bannerghatta Road,1655.0,2.0,62.89,3
740,Bannerghatta Road,1693.0,3.0,89.0,3
741,Bannerghatta Road,1280.0,2.0,60.16,2
742,Bannerghatta Road,3230.0,5.0,165.0,4
743,Bannerghatta Road,630.0,1.0,35.0,1
744,Bannerghatta Road,1215.0,2.0,68.0,2
745,Bannerghatta Road,1365.0,3.0,76.18,3
746,Bannerghatta Road,1115.0,2.0,78.0,2
747,Bannerghatta Road,1532.0,3.0,79.465,3
748,Bannerghatta Road,1535.0,3.0,60.0,3
749,Bannerghatta Road,1655.0,3.0,90.0,3
750,Bannerghatta Road,1247.0,2.0,47.39,2
751,Bannerghatta Road,1237.0,2.0,49.49,2
752,Bannerghatta Road,1650.0,3.0,94.0,3
753,Bannerghatta Road,905.0,2.0,65.0,2
754,Bannerghatta Road,1000.0,2.0,50.0,2
755,Bannerghatta Road,2185.0,3.0,120.0,4
756,Bannerghatta Road,1012.0,2.0,45.0,2
757,Bannerghatta Road,1725.0,3.0,85.0,3
758,Bannerghatta Road,1460.0,2.0,80.0,3
759,Bannerghatta Road,1340.0,2.0,85.0,2
760,Bannerghatta Road,1711.0,3.0,125.0,3
761,Bannerghatta Road,1520.0,2.0,81.0,3
762,Bannerghatta Road,2826.0,3.0,148.0,3
763,Bannerghatta Road,1115.0,2.0,61.0,2
764,Bannerghatta Road,1154.0,2.0,47.0,2
765,Bannerghatta Road,1000.0,2.0,44.5,2
766,Bannerghatta Road,1250.0,2.0,48.0,2
767,Bannerghatta Road,1640.0,3.0,105.0,3
768,Bannerghatta Road,1656.0,2.0,62.93,3
769,Bannerghatta Road,1012.0,2.0,44.0,2
770,Bannerghatta Road,1527.0,3.0,115.0,3
771,Bannerghatta Road,1660.0,3.0,85.0,3
772,Bannerghatta Road,1880.0,3.0,96.5,3
773,Bannerghatta Road,1550.0,3.0,96.0,3
774,Bannerghatta Road,1200.0,2.0,78.0,2
775,Bannerghatta Road,1885.0,3.0,125.0,3
776,Bannerghatta Road,1453.0,2.0,73.0,3
777,Bannerghatta Road,1450.0,2.0,78.0,3
778,Bannerghatta Road,700.0,1.0,31.2,1
779,Bannerghatta Road,1630.0,3.0,68.0,3
780,Bannerghatta Road,1400.0,3.0,69.0,3
781,Bannerghatta Road,905.0,2.0,58.0,2
782,Bannerghatta Road,1465.0,2.0,75.0,3
783,Bannerghatta Road,1920.0,3.0,122.0,3
784,Bannerghatta Road,2400.0,4.0,180.0,4
785,Bannerghatta Road,1660.0,3.0,80.0,3
786,Bannerghatta Road,1270.0,2.0,45.0,2
787,Bannerghatta Road,4723.0,4.0,500.0,4
788,Bannerghatta Road,1520.0,2.0,80.0,3
789,Bannerghatta Road,1270.0,2.0,73.0,3
790,Bannerghatta Road,1846.0,3.0,120.0,3
791,Bannerghatta Road,3000.0,4.0,140.0,4
792,Bannerghatta Road,1122.0,2.0,61.74,2
793,Bannerghatta Road,1655.0,3.0,95.0,3
794,Bannerghatta Road,1206.0,2.0,53.0,2
795,Bannerghatta Road,1150.0,2.0,55.0,2
796,Bannerghatta Road,1215.0,2.0,65.0,2
797,Bannerghatta Road,1510.0,2.0,110.0,3
798,Bannerghatta Road,1022.0,2.0,35.0,2
799,Bannerghatta Road,1246.0,2.0,47.35,2
800,Bannerghatta Road,1470.0,2.0,85.0,3
801,Bannerghatta Road,1160.0,2.0,45.0,2
802,Bannerghatta Road,970.0,2.0,57.0,2
803,Bannerghatta Road,1527.0,3.0,142.0,3
804,Basavangudi,1125.0,4.0,180.0,4
805,Basavangudi,2200.0,2.0,162.0,3
806,Basavangudi,2337.0,4.0,292.0,3
807,Basavangudi,2350.0,3.0,300.0,3
808,Basavangudi,1500.0,2.0,143.0,3
809,Basavangudi,1850.0,3.0,168.0,3
810,Basavangudi,600.0,1.0,97.5,1
811,Basavangudi,2150.0,3.0,265.0,3
812,Basavangudi,1036.0,2.0,105.0,2
813,Basavangudi,2500.0,4.0,150.0,4
814,Basavangudi,2600.0,4.0,260.0,4
815,Basavangudi,2300.0,3.0,317.0,3
816,Basavangudi,1600.0,2.0,160.0,3
817,Basavangudi,1560.0,2.0,145.0,2
818,Basavangudi,1825.0,3.0,175.0,3
819,Basavangudi,1800.0,3.0,195.0,3
820,Basavangudi,1100.0,2.0,93.0,2
821,Basavangudi,670.0,1.0,50.0,1
822,Basavangudi,1542.14,3.0,120.0,3
823,Basavangudi,1050.0,2.0,103.0,2
824,Basavangudi,1350.0,2.0,130.0,3
825,Basavangudi,1485.0,3.0,140.0,3
826,Basavangudi,1180.0,2.0,124.0,2
827,Basavangudi,1600.0,3.0,130.0,3
828,Basavangudi,1200.0,2.0,120.0,2
829,Basavangudi,1850.0,3.0,150.0,3
830,Basavangudi,1230.0,2.0,80.0,2
831,Basavangudi,2350.0,3.0,300.0,3
832,Basavangudi,2453.0,3.0,250.0,4
833,Basavangudi,1650.0,3.0,125.0,3
834,Begur Road,1200.0,2.0,44.0,2
835,Begur Road,1358.0,2.0,80.58,2
836,Begur Road,1200.0,2.0,46.8,2
837,Begur Road,1160.0,2.0,44.0,2
838,Begur Road,1584.0,3.0,65.0,3
839,Begur Road,1500.0,2.0,54.0,3
840,Begur Road,1615.0,3.0,59.76,3
841,Begur Road,1200.0,2.0,43.2,2
842,Begur Road,1160.0,2.0,44.08,2
843,Begur Road,1200.0,2.0,45.0,2
844,Begur Road,1615.0,3.0,60.0,3
845,Begur Road,1410.0,2.0,53.0,3
846,Begur Road,1200.0,2.0,37.8,2
847,Begur Road,970.0,2.0,27.0,2
848,Begur Road,1160.0,2.0,40.59,2
849,Begur Road,1260.0,2.0,46.62,2
850,Begur Road,1600.0,3.0,58.14,3
851,Begur Road,1634.0,3.0,83.33,3
852,Begur Road,1410.0,2.0,44.42,3
853,Begur Road,1160.0,2.0,36.0,2
854,Begur Road,1500.0,2.0,70.0,3
855,Begur Road,1160.0,2.0,42.0,2
856,Begur Road,1240.0,2.0,39.06,2
857,Begur Road,1200.0,2.0,45.0,2
858,Begur Road,1500.0,2.0,55.0,3
859,Begur Road,1410.0,2.0,52.17,3
860,Begur Road,1615.0,3.0,58.0,3
861,Begur Road,1583.0,3.0,74.4,3
862,Begur Road,1170.0,2.0,46.0,2
863,Begur Road,2462.0,4.0,124.0,4
864,Begur Road,1160.0,2.0,42.92,2
865,Begur Road,1410.0,2.0,52.17,3
866,Begur Road,1410.0,2.0,50.06,3
867,Begur Road,1225.0,2.0,35.52,2
868,Begur Road,1565.0,2.0,59.76,3
869,Begur Road,1160.0,2.0,42.0,2
870,Begur Road,1400.0,2.0,50.06,3
871,Begur Road,1410.0,2.0,53.58,3
872,Begur Road,1200.0,2.0,45.0,2
873,Begur Road,1200.0,2.0,42.6,2
874,Begur Road,1160.0,2.0,42.0,2
875,Begur Road,1334.0,2.0,42.69,2
876,Begur Road,1565.0,2.0,57.91,3
877,Begur Road,1933.0,3.0,98.0,3
878,Begur Road,1200.0,2.0,45.6,2
879,Begur Road,1215.0,2.0,43.13,2
880,Begur Road,1444.0,2.0,71.5,3
881,Begur Road,1160.0,2.0,36.54,2
882,Begur Road,1615.0,3.0,50.87,3
883,Begur Road,1200.0,2.0,44.4,2
884,Begur Road,1565.0,2.0,49.3,3
885,Begur Road,1260.0,2.0,39.69,2
886,Begur Road,2464.0,6.0,118.0,4
887,Begur Road,1160.0,2.0,44.0,2
888,Begur Road,1410.0,2.0,49.34,3
889,Begur Road,952.0,2.0,42.0,2
890,Begur Road,1565.0,2.0,56.34,3
891,Begur Road,1565.0,2.0,56.0,3
892,Begur Road,1200.0,2.0,42.0,2
893,Begur Road,1240.0,2.0,45.88,2
894,Begur Road,1200.0,3.0,50.0,3
895,Begur Road,1410.0,2.0,44.42,3
896,Begur Road,1200.0,2.0,44.0,2
897,Begur Road,1500.0,2.0,47.25,3
898,Begur Road,1100.0,2.0,42.6,2
899,Begur Road,1565.0,2.0,57.91,3
900,Begur Road,1200.0,2.0,44.4,2
901,Begur Road,644.0,1.0,32.0,1
902,Begur Road,2500.0,6.0,122.5,4
903,Begur Road,1241.0,2.0,64.0,2
904,Begur Road,1160.0,2.0,36.54,2
905,Begur Road,1215.0,2.0,43.75,2
906,Begur Road,1200.0,2.0,44.73,2
907,Begur Road,1160.0,2.0,42.0,2
908,Begur Road,1583.0,3.0,95.23,3
909,Begur Road,1410.0,2.0,54.99,3
910,Bellandur,1767.0,3.0,103.0,3
911,Bellandur,1205.0,2.0,66.0,2
912,Bellandur,1250.0,2.0,76.0,2
913,Bellandur,1000.0,2.0,50.0,2
914,Bellandur,1281.0,2.0,74.0,2
915,Bellandur,921.0,2.0,40.0,2
916,Bellandur,2025.0,4.0,109.0,4
917,Bellandur,1490.0,2.0,98.0,3
918,Bellandur,1398.0,3.0,68.0,3
919,Bellandur,2039.0,3.0,168.0,3
920,Bellandur,1605.0,3.0,85.0,3
921,Bellandur,1692.0,3.0,88.0,3
922,Bellandur,1220.0,2.0,60.0,2
923,Bellandur,1299.0,2.0,82.0,2
924,Bellandur,900.0,2.0,56.0,2
925,Bellandur,1350.0,2.0,79.0,2
926,Bellandur,1286.0,2.0,57.0,2
927,Bellandur,3016.0,4.0,230.0,4
928,Bellandur,1457.0,2.0,85.0,2
929,Bellandur,1195.0,2.0,51.0,2
930,Bellandur,1050.0,2.0,72.0,2
931,Bellandur,3600.0,4.0,260.0,4
932,Bellandur,1310.0,2.0,72.0,2
933,Bellandur,924.0,2.0,35.11,2
934,Bellandur,1785.0,3.0,118.0,3
935,Bellandur,1051.0,2.0,60.0,2
936,Bellandur,1450.0,3.0,68.0,3
937,Bellandur,1060.0,2.0,65.0,2
938,Bellandur,1100.0,2.0,62.0,2
939,Bellandur,1550.0,2.0,59.0,2
940,Bellandur,924.0,2.0,35.11,2
941,Bellandur,1400.0,2.0,44.81,3
942,Bellandur,1685.0,3.0,100.0,3
943,Bellandur,982.0,2.0,55.0,2
944,Bellandur,981.0,2.0,37.28,2
945,Bellandur,1205.0,2.0,59.0,2
946,Bellandur,1063.0,2.0,58.0,2
947,Bellandur,1201.0,2.0,59.99,2
948,Bellandur,1325.0,2.0,65.0,2
949,Bellandur,1281.0,2.0,87.0,2
950,Bellandur,2000.0,3.0,85.0,3
951,Bellandur,1200.0,2.0,52.0,2
952,Bellandur,1785.0,3.0,120.0,3
953,Bellandur,1088.0,2.0,48.0,2
954,Bellandur,1310.0,2.0,85.0,2
955,Bellandur,982.0,2.0,37.28,2
956,Bellandur,1465.0,3.0,90.0,2
957,Bellandur,1767.0,3.0,109.0,3
958,Bellandur,924.0,2.0,35.11,2
959,Bellandur,2666.0,3.0,230.0,3
960,Bellandur,3600.0,4.0,245.0,4
961,Bellandur,1170.0,2.0,46.79,2
962,Bellandur,1150.0,2.0,69.44,2
963,Bellandur,1200.0,2.0,45.0,2
964,Bellandur,1830.0,3.0,90.0,3
965,Bellandur,1410.0,3.0,92.0,2
966,Bellandur,950.0,2.0,35.0,2
967,Bellandur,1015.0,2.0,60.0,2
968,Bellandur,2500.0,4.0,112.0,3
969,Bellandur,1685.0,3.0,101.0,3
970,Bellandur,1735.0,3.0,105.0,3
971,Bellandur,1685.0,3.0,115.0,3
972,Bellandur,1846.0,3.0,135.0,3
973,Bellandur,1049.0,2.0,51.0,2
974,Bellandur,1350.0,2.0,63.0,3
975,Bellandur,1211.0,2.0,63.0,2
976,Bellandur,1717.0,3.0,110.0,3
977,Bellandur,1420.0,3.0,62.0,3
978,Bellandur,1185.0,2.0,47.39,2
979,Bellandur,1200.0,2.0,62.0,2
980,Bellandur,1767.0,3.0,89.0,3
981,Bellandur,1830.0,3.0,89.0,3
982,Bellandur,2400.0,3.0,115.0,3
983,Bellandur,1251.0,2.0,47.0,2
984,Bellandur,1665.0,3.0,85.0,3
985,Bellandur,960.0,2.0,48.0,2
986,Bellandur,1690.0,2.0,116.0,3
987,Bellandur,950.0,1.0,40.0,1
988,Bellandur,850.0,2.0,45.0,2
989,Bellandur,1454.0,2.0,90.0,2
990,Bellandur,1830.0,3.0,91.86,3
991,Bellandur,1195.0,2.0,52.0,2
992,Bellandur,1435.0,2.0,115.0,3
993,Bellandur,1830.0,3.0,89.89,3
994,Bellandur,1260.0,2.0,83.5,2
995,Bellandur,1535.0,3.0,90.0,3
996,Bellandur,1047.0,2.0,75.0,2
997,Bellandur,1096.0,2.0,40.0,2
998,Bellandur,1262.0,2.0,47.0,2
999,Bhoganhalli,1670.0,3.0,99.0,3
1000,Bhoganhalli,2119.0,4.0,111.0,4
1001,Bhoganhalli,1718.0,3.0,90.2,3
1002,Bhoganhalli,1444.0,2.0,75.97,2
1003,Bhoganhalli,1447.0,2.0,75.97,2
1004,Bhoganhalli,1700.0,3.0,126.0,3
1005,Bhoganhalli,1447.0,2.0,75.97,2
1006,Bhoganhalli,2072.0,1.0,111.0,4
1007,Bhoganhalli,1610.0,3.0,84.53,3
1008,Bhoganhalli,1974.0,4.0,106.0,4
1009,Bhoganhalli,2171.0,4.0,111.0,4
1010,Bhoganhalli,1760.0,3.0,127.0,3
1011,Bhoganhalli,2119.0,4.0,111.0,4
1012,Bhoganhalli,1447.0,2.0,75.97,2
1013,Bhoganhalli,1949.0,3.0,129.0,3
1014,Bhoganhalli,1760.0,3.0,128.0,3
1015,Bhoganhalli,1447.0,2.0,75.97,2
1016,Bhoganhalli,2439.0,4.0,185.0,4
1017,Bhoganhalli,1395.0,2.0,70.0,3
1018,Bhoganhalli,2119.0,4.0,111.0,4
1019,Bhoganhalli,1458.0,3.0,78.45,3
1020,Bhoganhalli,1444.0,2.0,75.97,2
1021,Bhoganhalli,1205.0,2.0,64.47,2
1022,Bhoganhalli,1447.0,2.0,75.97,2
1023,Bhoganhalli,2439.0,5.0,170.0,4
1024,Bhoganhalli,2119.0,4.0,111.0,4
1025,Bhoganhalli,1205.0,2.0,68.32,2
1026,Bhoganhalli,1260.0,2.0,69.9,2
1027,Bhoganhalli,2439.0,4.0,170.0,4
1028,Bhoganhalli,1707.0,3.0,115.0,3
1029,Bhoganhalli,1610.0,3.0,84.53,3
1030,Bhoganhalli,970.0,2.0,52.5,2
1031,Bhoganhalli,1718.0,3.0,90.2,3
1032,Bhoganhalli,1277.0,2.0,79.89,2
1033,Bhoganhalli,2119.0,4.0,111.0,4
1034,Bhoganhalli,1703.0,3.0,120.0,3
1035,Bisuvanahalli,1180.0,3.0,48.0,3
1036,Bisuvanahalli,1075.0,2.0,35.0,3
1037,Bisuvanahalli,1075.0,2.0,46.0,3
1038,Bisuvanahalli,1075.0,2.0,36.0,3
1039,Bisuvanahalli,1075.0,2.0,37.0,3
1040,Bisuvanahalli,1075.0,2.0,45.0,3
1041,Bisuvanahalli,1075.0,3.0,36.0,3
1042,Bisuvanahalli,845.0,2.0,33.0,2
1043,Bisuvanahalli,1075.0,2.0,45.0,3
1044,Bisuvanahalli,845.0,2.0,37.0,2
1045,Bisuvanahalli,1075.0,2.0,35.99,3
1046,Bisuvanahalli,1075.0,2.0,36.0,3
1047,Bisuvanahalli,845.0,2.0,29.0,2
1048,Bisuvanahalli,1075.0,2.0,47.0,3
1049,Bisuvanahalli,850.0,1.0,32.0,2
1050,Bisuvanahalli,1075.0,2.0,50.0,3
1051,Bisuvanahalli,1075.0,2.0,52.0,3
1052,Bisuvanahalli,1180.0,2.0,46.0,3
1053,Bisuvanahalli,1075.0,2.0,42.0,3
1054,Bisuvanahalli,845.0,2.0,37.0,2
1055,Bisuvanahalli,1075.0,2.0,43.0,3
1056,Bisuvanahalli,700.0,1.0,32.0,2
1057,Bisuvanahalli,1075.0,2.0,52.0,3
1058,Bisuvanahalli,1075.0,2.0,50.0,3
1059,Bisuvanahalli,1075.0,2.0,41.0,3
1060,Bisuvanahalli,845.0,2.0,33.0,2
1061,Bisuvanahalli,945.0,2.0,33.0,2
1062,Bisuvanahalli,845.0,2.0,30.0,2
1063,Bisuvanahalli,1200.0,2.0,41.0,3
1064,Bisuvanahalli,873.0,2.0,40.0,3
1065,Bisuvanahalli,1180.0,2.0,45.0,3
1066,Bisuvanahalli,1075.0,2.0,43.0,3
1067,Bisuvanahalli,1080.0,2.0,45.0,3
1068,Bisuvanahalli,1180.0,2.0,55.5,3
1069,Bisuvanahalli,1075.0,2.0,47.0,3
1070,Bisuvanahalli,1075.0,2.0,48.0,3
1071,Bisuvanahalli,1075.0,2.0,37.0,3
1072,Bisuvanahalli,1075.0,2.0,45.0,3
1073,Bisuvanahalli,1075.0,2.0,44.0,3
1074,Bisuvanahalli,1075.0,2.0,42.0,3
1075,Bisuvanahalli,845.0,2.0,32.0,2
1076,Bisuvanahalli,1075.0,2.0,41.49,3
1077,Bisuvanahalli,845.0,2.0,34.0,2
1078,Bommanahalli,3000.0,8.0,140.0,8
1079,Bommanahalli,1200.0,2.0,40.0,2
1080,Bommanahalli,1730.0,3.0,96.0,3
